ENSG,Pathway,pathways_grouped,PathwayGroup,Gene_name
ENSG00000196344,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ADH7
ENSG00000196616,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ADH1B
ENSG00000198099,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ADH4
ENSG00000248144,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ADH1C
ENSG00000198074,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,AKR1B10
ENSG00000138678,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,GPAT3
ENSG00000158669,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,GPAT4
ENSG00000162551,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ALPL
ENSG00000006530,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,AGK
ENSG00000011198,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ABHD5
ENSG00000069764,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G10
ENSG00000085662,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,AKR1B1
ENSG00000100078,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G3
ENSG00000101577,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,LPIN2
ENSG00000105499,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G4C
ENSG00000105520,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLPPR2
ENSG00000116711,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G4A
ENSG00000117215,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G2D
ENSG00000117600,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLPPR4
ENSG00000119927,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,GPAM
ENSG00000123739,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G12A
ENSG00000127472,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G5
ENSG00000129951,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLPPR3
ENSG00000132793,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,LPIN3
ENSG00000134255,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,CEPT1
ENSG00000134324,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,LPIN1
ENSG00000138018,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,SELENOI
ENSG00000138308,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G12B
ENSG00000147535,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLPP5
ENSG00000155189,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,AGPAT5
ENSG00000158786,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G2F
ENSG00000159337,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G4D
ENSG00000163283,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ALPP
ENSG00000163286,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ALPG
ENSG00000163803,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLB1
ENSG00000164089,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,ETNPPL
ENSG00000168907,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G4F
ENSG00000168970,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,JMJD7-PLA2G4B
ENSG00000169692,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,AGPAT2
ENSG00000170890,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G1B
ENSG00000172197,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,MBOAT1
ENSG00000172954,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,LCLAT1
ENSG00000176485,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLAAT3
ENSG00000184381,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G6
ENSG00000186281,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,GPAT2
ENSG00000187980,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G2C
ENSG00000188089,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G4E
ENSG00000188257,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G2A
ENSG00000188784,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G2E
ENSG00000203805,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLPP4
ENSG00000204310,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,AGPAT1
ENSG00000243708,Glycerolipid metabolism,Glycerolipid metabolism,Lipid Metabolism,PLA2G4B
ENSG00000135929,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CYP27A1
ENSG00000026652,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,AGPAT4
ENSG00000067113,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLPP1
ENSG00000111684,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LPCAT3
ENSG00000141934,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLPP2
ENSG00000143797,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,MBOAT2
ENSG00000160216,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,AGPAT3
ENSG00000162407,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLPP3
ENSG00000163295,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,ALPI
ENSG00000167588,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GPD1
ENSG00000176454,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LPCAT4
ENSG00000117448,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,AKR1A1
ENSG00000102230,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PCYT1B
ENSG00000161217,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PCYT1A
ENSG00000185813,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PCYT2
ENSG00000170222,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,ADPRM
ENSG00000138678,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GPAT3
ENSG00000158669,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GPAT4
ENSG00000162551,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,ALPL
ENSG00000213398,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LCAT
ENSG00000011198,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,ABHD5
ENSG00000069764,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G10
ENSG00000100078,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G3
ENSG00000101577,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LPIN2
ENSG00000105499,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G4C
ENSG00000105520,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLPPR2
ENSG00000116711,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G4A
ENSG00000117215,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G2D
ENSG00000117600,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLPPR4
ENSG00000119927,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GPAM
ENSG00000123739,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G12A
ENSG00000127472,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G5
ENSG00000129951,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLPPR3
ENSG00000132793,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LPIN3
ENSG00000134255,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CEPT1
ENSG00000134324,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LPIN1
ENSG00000138018,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,SELENOI
ENSG00000138308,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G12B
ENSG00000147535,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLPP5
ENSG00000155189,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,AGPAT5
ENSG00000158786,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G2F
ENSG00000159337,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G4D
ENSG00000163283,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,ALPP
ENSG00000163286,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,ALPG
ENSG00000163803,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLB1
ENSG00000168907,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G4F
ENSG00000168970,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,JMJD7-PLA2G4B
ENSG00000169692,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,AGPAT2
ENSG00000170890,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G1B
ENSG00000172197,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,MBOAT1
ENSG00000172954,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LCLAT1
ENSG00000176485,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLAAT3
ENSG00000184381,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G6
ENSG00000186281,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GPAT2
ENSG00000187980,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G2C
ENSG00000188089,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G4E
ENSG00000188257,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G2A
ENSG00000188784,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G2E
ENSG00000203805,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLPP4
ENSG00000204310,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,AGPAT1
ENSG00000243708,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G4B
ENSG00000115159,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GPD2
ENSG00000166183,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,ASPG
ENSG00000149091,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,DGKZ
ENSG00000157680,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,DGKI
ENSG00000007168,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PAFAH1B1
ENSG00000011009,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LYPLA2
ENSG00000018510,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,AGPS
ENSG00000032444,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PNPLA6
ENSG00000070748,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CHAT
ENSG00000075651,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLD1
ENSG00000079462,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PAFAH1B3
ENSG00000087085,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,ACHE
ENSG00000087157,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PGS1
ENSG00000087253,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LPCAT2
ENSG00000088766,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CRLS1
ENSG00000100288,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CHKB
ENSG00000101290,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CDS2
ENSG00000103066,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G15
ENSG00000103502,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CDIPT
ENSG00000105198,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LGALS13
ENSG00000105205,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CLC
ENSG00000105223,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLD3
ENSG00000110536,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PTPMT1
ENSG00000110721,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CHKA
ENSG00000111666,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CHPT1
ENSG00000114200,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,BCHE
ENSG00000120992,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LYPLA1
ENSG00000125772,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GPCPD1
ENSG00000129219,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLD2
ENSG00000130653,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PNPLA7
ENSG00000133027,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PEMT
ENSG00000135241,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PNPLA8
ENSG00000139163,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,ETNK1
ENSG00000143845,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,ETNK2
ENSG00000146070,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLA2G7
ENSG00000149476,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,TKFC
ENSG00000152642,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GPD1L
ENSG00000153395,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,LPCAT1
ENSG00000156471,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PTDSS1
ENSG00000158006,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PAFAH2
ENSG00000163624,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CDS1
ENSG00000164303,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,ENPP6
ENSG00000166428,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLD4
ENSG00000168092,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PAFAH1B2
ENSG00000173868,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PHOSPHO1
ENSG00000174915,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PTDSS2
ENSG00000175066,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GK5
ENSG00000175505,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,CLCF1
ENSG00000179598,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PLD6
ENSG00000196475,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GK2
ENSG00000198814,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GK
ENSG00000229894,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,GK3P
ENSG00000241878,Glycerophospholipid metabolism,Glycerophospholipid metabolism,Lipid Metabolism,PISD
ENSG00000099998,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,GGT5
ENSG00000100031,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,GGT1
ENSG00000100121,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,GGTLC2
ENSG00000131067,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,GGT7
ENSG00000133475,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,
ENSG00000167741,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,GGT6
ENSG00000274252,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,GGTLC3
ENSG00000023330,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,ALAS1
ENSG00000104879,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,CKM
ENSG00000110887,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,DAO
ENSG00000114786,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,ABHD14A-ACY1
ENSG00000123453,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,SARDH
ENSG00000131471,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,AOC3
ENSG00000131730,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,CKMT2
ENSG00000161653,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,NAGS
ENSG00000164904,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,ALDH7A1
ENSG00000166165,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,CKB
ENSG00000223572,"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",Amino Acid Metabolism,CKMT1A
