Gene,Gene_name,Reliability,Main_location,Additional_location,Extracellular_location,Enhanced,Supported,Approved,Uncertain,SCVintensity,SCVspatial,Cell_cycle_dependency,GO_id,compartment,Multilocalizing,SCV,mitosis,enzyme,Protein,IsCCD,IsNonCCD,IsInterphaseCCD,IsMitoticCCD,IsTranscriptRegCCD,IsNonTranscriptRegCCD,Melting Temperature (deg C),Log2 Length,Disordered Residue Fraction,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ENSG00000176920,FUT2,Uncertain,Cytosol;Plasma membrane,,,,,,Cytosol;Plasma membrane,,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,TRUE,FUT2,False,False,False,False,False,False,,8.422064766,0.0,,,,,,
ENSG00000176928,GCNT4,Supported,Golgi apparatus,Nucleoplasm,,,Golgi apparatus,Nucleoplasm,,Golgi apparatus;Nucleoplasm,,,Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,TRUE,GCNT4,False,True,False,False,False,False,,8.82336724,0.0,,,,,,
ENSG00000176945,MUC20,Approved,Cytosol;Nucleoplasm,Plasma membrane,Predicted to be secreted,,,Cytosol;Nucleoplasm;Plasma membrane,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886),cell,TRUE,FALSE,False,FALSE,MUC20,False,False,False,False,False,False,,9.469641817000001,0.921015515,,,,,,
ENSG00000176946,THAP4,Approved,Nuclear speckles;Nucleoplasm,,,,,Nuclear speckles;Nucleoplasm,,,,,Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,THAP4,False,False,False,False,False,False,,9.172427509,0.570190641,,,,,,
ENSG00000176953,NFATC2IP,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,NFATC2IP,False,False,False,False,False,False,49.3435567,,,,,,,,
ENSG00000176974,SHMT1,Supported,Cytosol,Nucleoplasm,,,Cytosol,,Nucleoplasm,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,TRUE,SHMT1,False,False,False,False,False,False,62.39292682,,,,,,,,
ENSG00000176978,DPP7,Supported,Golgi apparatus;Vesicles,,,Vesicles,,Golgi apparatus,,,,,Golgi apparatus (GO:0005794);Vesicles (GO:0043231),cyto,TRUE,FALSE,False,FALSE,DPP7,False,False,False,False,False,False,61.61521024,,,,,,,,
ENSG00000176986,SEC24C,Supported,Vesicles,,,,Vesicles,,,,,,Vesicles (GO:0043231),cyto,FALSE,FALSE,False,TRUE,SEC24C,False,False,False,False,False,False,49.219874600000004,,,,,,,,
ENSG00000176994,SMCR8,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,SMCR8,False,False,False,False,False,False,54.27062095,9.871905238,0.235859125,,,,,,
ENSG00000177000,MTHFR,Approved,Cell Junctions,,,,,Cell Junctions,,,,,Cell Junctions (GO:0030054),cyto,FALSE,FALSE,False,TRUE,MTHFR,False,False,False,False,False,False,52.32912514,,,,,,,,
ENSG00000177030,DEAF1,Supported,Nucleoplasm,Nucleoli fibrillar center,,,Nucleoplasm,Nucleoli fibrillar center,,,,,Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,DEAF1,False,False,False,False,False,False,,9.142107057,0.355752212,,,,,,
ENSG00000177034,MTX3,Approved,Mitochondria,,,,,Mitochondria,,,,,Mitochondria (GO:0005739),cyto,FALSE,FALSE,False,FALSE,MTX3,False,False,False,False,False,False,51.95082557,8.285402219,0.10576923099999999,,,,,,
ENSG00000177051,FBXO46,Approved,Nucleoplasm;Vesicles,Cytosol,,,,Cytosol;Nucleoplasm;Vesicles,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,FBXO46,False,False,False,False,False,False,47.22217705,,,,,,,,
ENSG00000177054,ZDHHC13,Supported,Vesicles,Golgi apparatus,,,Vesicles,Golgi apparatus,,Golgi apparatus;Vesicles,,,Golgi apparatus (GO:0005794);Vesicles (GO:0043231),cyto,TRUE,TRUE,False,FALSE,ZDHHC13,False,False,False,False,False,False,49.88129667,,,,,,,,
ENSG00000177058,SLC38A9,Supported,Vesicles,,,,Vesicles,,,,,,Vesicles (GO:0043231),cyto,FALSE,FALSE,False,FALSE,SLC38A9,False,False,False,False,False,False,61.61036855,,,,,,,,
ENSG00000177084,POLE,Supported,Nucleoplasm,Plasma membrane,,,Nucleoplasm,,Plasma membrane,,,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886),cell,TRUE,FALSE,False,TRUE,POLE,False,False,False,False,False,False,44.77668385,,,,,,,,
ENSG00000177106,EPS8L2,Supported,Cytosol;Plasma membrane,,,,Cytosol;Plasma membrane,,,,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,FALSE,EPS8L2,False,False,False,False,False,False,50.07416406,,,,,,,,
ENSG00000177119,ANO6,Approved,Cytosol;Plasma membrane,,,,Plasma membrane,,Cytosol,,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,FALSE,ANO6,False,False,False,False,False,False,54.22828643,9.829722735,0.04395604400000001,,,,,,
ENSG00000177125,ZBTB34,Supported,Nucleoplasm,,,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,ZBTB34,False,False,False,False,False,False,48.08351729,,,,,,,,
ENSG00000177138,FAM9B,Uncertain,Nucleoplasm,,,,,,Nucleoplasm,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,FAM9B,False,False,False,False,False,False,,7.539158811,0.580645161,,,,,,
ENSG00000177156,TALDO1,Approved,Nucleoplasm,Cytosol,,,,Cytosol;Nucleoplasm,,Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,TRUE,TALDO1,False,False,False,False,False,False,51.29123537,,,,,,,,
ENSG00000177169,ULK1,Approved,Cytosol,,,,,Cytosol,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,FALSE,ULK1,False,False,False,False,False,False,46.889055600000006,10.03617361,0.512380952,,,,,,
ENSG00000177181,RIMKLA,Uncertain,Nucleoli fibrillar center,,,,,,Nucleoli fibrillar center,,,,Nucleoli fibrillar center (GO:0001650),nuc,FALSE,FALSE,False,TRUE,RIMKLA,False,False,False,False,False,False,54.76343395,,,,,,,,
ENSG00000177189,RPS6KA3,Supported,Nucleoplasm,Cytosol;Nucleoli,,,Cytosol;Nucleoli;Nucleoplasm,,,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,RPS6KA3,False,True,False,False,False,False,49.2353245,,,,,,,,
ENSG00000177192,PUS1,Supported,Mitochondria;Nucleoplasm,,,,Mitochondria;Nucleoplasm,,,,,,Mitochondria (GO:0005739);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,PUS1,False,False,False,False,False,False,45.00979425,,,,,,,,
ENSG00000177200,CHD9,Supported,Nucleoplasm,Cytosol,,,Cytosol;Nucleoplasm,,,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,TRUE,CHD9,False,False,False,False,False,False,46.29917591,11.50034397,0.426303072,,,,,,
ENSG00000177225,GATD1,Supported,Nucleoplasm,,Predicted to be secreted,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,GATD1,False,False,False,False,False,False,,8.071462363,0.256505576,,,,,,
ENSG00000177238,TRIM72,Approved,Vesicles,Nucleoplasm,,,,Nucleoplasm;Vesicles,,Vesicles,,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,TRUE,False,FALSE,TRIM72,False,False,False,False,False,False,52.56306455,,,,,,,,
ENSG00000177239,MAN1B1,Uncertain,Vesicles,,,,,,Vesicles,,,,Vesicles (GO:0043231),cyto,FALSE,FALSE,False,TRUE,MAN1B1,False,False,False,False,False,False,50.06437705,,,,,,,,
ENSG00000177283,FZD8,Approved,Endoplasmic reticulum,,,,,Endoplasmic reticulum,,,,,Endoplasmic reticulum (GO:0005783),cyto,FALSE,FALSE,False,FALSE,FZD8,False,False,False,False,False,False,,9.438791853,0.162824208,,,,,,
ENSG00000177303,CASKIN2,Supported,Plasma membrane,,,,Plasma membrane,,,,,,Plasma membrane (GO:0005886),cyto,FALSE,FALSE,False,FALSE,CASKIN2,False,False,False,False,False,False,45.5110066,,,,,,,,
ENSG00000177380,PPFIA3,Uncertain,Nucleoli fibrillar center;Vesicles,,,,,,Nucleoli fibrillar center;Vesicles,,,,Nucleoli fibrillar center (GO:0001650);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,PPFIA3,False,False,False,False,False,False,48.1837795,,,,,,,,
ENSG00000177409,SAMD9L,Approved,Cytosol,,,,,Cytosol,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,FALSE,SAMD9L,False,False,False,False,False,False,48.82776247,,,,,,,,
ENSG00000177425,PAWR,Approved,Plasma membrane,Actin filaments,,,,Actin filaments;Plasma membrane,,,,,Actin filaments (GO:0015629);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,FALSE,PAWR,False,False,False,False,False,False,61.13266405,8.409390936,0.8,,,,,,
ENSG00000177426,TGIF1,Supported,Nucleoplasm,,,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,TGIF1,False,False,False,False,False,False,,8.647458426,0.561097257,,,,,,
ENSG00000177432,NAP1L5,Approved,Nucleoplasm,Cytosol,,,,Cytosol;Nucleoplasm,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,NAP1L5,False,False,False,False,False,False,57.99195172,,,,,,,,
ENSG00000177463,NR2C2,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,NR2C2,False,False,False,False,False,False,50.65946558,9.21916852,0.137583893,,,,,,
ENSG00000177479,ARIH2,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,ARIH2,False,False,False,False,False,False,52.13365853,,,,,,,,
ENSG00000177485,ZBTB33,Enhanced,Cytosol;Nucleoplasm;Plasma membrane,,,Cytosol;Nucleoplasm;Plasma membrane,,,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886),cell,TRUE,FALSE,False,FALSE,ZBTB33,False,False,False,False,False,False,44.28314227,,,,,,,,
ENSG00000177494,ZBED2,Approved,Cytosol;Mitochondria,Nuclear bodies,,,,Cytosol;Mitochondria;Nuclear bodies,,,Mitochondria,,Cytosol (GO:0005829);Mitochondria (GO:0005739);Nuclear bodies (GO:0016604),cell,TRUE,TRUE,False,FALSE,ZBED2,False,True,False,False,False,False,,7.768184325,0.536697248,,,,,,
ENSG00000177508,IRX3,Approved,Vesicles,,,,,Vesicles,,,,,Vesicles (GO:0043231),cyto,FALSE,FALSE,False,FALSE,IRX3,False,False,False,False,False,False,,8.968666792999999,0.638722555,,,,,,
ENSG00000177542,SLC25A22,Uncertain,Mitochondria,Nucleoplasm,,,,,Mitochondria;Nucleoplasm,Mitochondria,,,Mitochondria (GO:0005739);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,SLC25A22,False,False,False,False,False,False,55.39897228,,,,,,,,
ENSG00000177548,RABEP2,Supported,Cytosol;Vesicles,,,,Cytosol;Vesicles,,,,,,Cytosol (GO:0005829);Vesicles (GO:0043231),cyto,TRUE,FALSE,False,FALSE,RABEP2,False,False,False,False,False,False,45.61552485,,,,,,,,
ENSG00000177556,ATOX1,Approved,Nucleoplasm,Plasma membrane,,,,Nucleoplasm;Plasma membrane,,,,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886),cell,TRUE,FALSE,False,FALSE,ATOX1,False,False,False,False,False,False,58.16037997,6.087462841000001,0.0,,,,,,
ENSG00000177565,TBL1XR1,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,TRUE,TBL1XR1,False,False,False,False,False,False,52.49648349,,,,,,,,
ENSG00000177595,PIDD1,Approved,Cytosol;Golgi apparatus,,,,Cytosol,Golgi apparatus,,,,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794),cyto,TRUE,FALSE,False,FALSE,PIDD1,False,False,False,False,False,False,,9.829722735,0.067032967,,,,,,
ENSG00000177600,RPLP2,Approved,Mitochondria,,,,,Mitochondria,,,,,Mitochondria (GO:0005739),cyto,FALSE,FALSE,False,TRUE,RPLP2,False,False,False,False,False,False,53.80045749999999,,,,,,,,
ENSG00000177606,JUN,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,Nucleoplasm (GO:0005654),nuc,FALSE,TRUE,False,FALSE,JUN,True,False,True,False,False,True,55.59090786,8.370687407,0.643504532,,,,,,
ENSG00000177613,CSTF2T,Enhanced,Nucleoplasm,Vesicles,,Nucleoplasm;Vesicles,,,,Nucleoplasm,,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,TRUE,False,FALSE,CSTF2T,False,True,False,False,False,False,51.57445586,,,,,,,,
ENSG00000177614,PGBD5,Supported,Nucleoplasm,,,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,PGBD5,False,False,False,False,False,False,52.14178953,9.033423002000001,0.22519084,,,,,,
ENSG00000177646,ACAD9,Enhanced,Mitochondria,,,Mitochondria,,,,Mitochondria,,,Mitochondria (GO:0005739),cyto,FALSE,TRUE,False,TRUE,ACAD9,False,True,False,False,False,False,53.46954084,9.278449457999999,0.011272141999999999,,,,,,
ENSG00000177663,IL17RA,Approved,Cytosol;Nucleoplasm,,Predicted to be secreted,,,Cytosol;Nucleoplasm,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,IL17RA,False,False,False,False,False,False,52.72960318,,,,,,,,
ENSG00000177674,AGTRAP,Supported,Vesicles,Golgi apparatus,,,Golgi apparatus;Vesicles,,,,,,Golgi apparatus (GO:0005794);Vesicles (GO:0043231),cyto,TRUE,FALSE,False,FALSE,AGTRAP,False,False,False,False,False,False,58.11846896,,,,,,,,
ENSG00000177679,SRRM3,Approved,Plasma membrane,Intermediate filaments;Microtubules,,,,Intermediate filaments;Microtubules;Plasma membrane,,,,,Intermediate filaments (GO:0045111);Microtubules (GO:0015630);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,FALSE,SRRM3,False,False,False,False,False,False,,9.221587121,0.953098828,,,,,,
ENSG00000177683,THAP5,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,THAP5,False,False,False,False,False,False,,8.625708843,0.40759493700000005,,,,,,
ENSG00000177688,SUMO4,Approved,Nuclear bodies;Nucleoplasm,,,,,Nuclear bodies;Nucleoplasm,,,,,Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,SUMO4,False,False,False,False,False,False,51.94122628,6.569855607999999,0.515789474,,,,,,
ENSG00000177700,POLR2L,Supported,Nucleoplasm,,,,Nucleoplasm,,,Nucleoplasm,,,Nucleoplasm (GO:0005654),nuc,FALSE,TRUE,False,TRUE,POLR2L,False,False,False,False,False,False,49.0258769,,,,,,,,
ENSG00000177731,FLII,Enhanced,Centriolar satellite;Cytosol;Nucleoplasm,,,Centriolar satellite;Cytosol;Nucleoplasm,,,,,,,Centriolar satellite (GO:0034451);Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,FLII,False,False,False,False,False,False,48.86109314,10.30947635,0.09535067,,,,,,
ENSG00000177732,SOX12,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,Nucleoplasm (GO:0005654),nuc,FALSE,TRUE,False,FALSE,SOX12,False,True,False,False,False,False,,8.299208018,0.926984127,,,,,,
ENSG00000177733,HNRNPA0,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,Nucleoplasm (GO:0005654),nuc,FALSE,TRUE,False,FALSE,HNRNPA0,False,True,False,False,False,False,45.62597125,,,,,,,,
ENSG00000177830,CHID1,Uncertain,Intermediate filaments;Nucleoplasm,,,,,,Intermediate filaments;Nucleoplasm,Intermediate filaments,,,Intermediate filaments (GO:0045111);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,CHID1,False,True,False,False,False,False,52.30592237,8.618385502,0.0,,,,,,
ENSG00000177868,SVBP,Approved,Cytosol;Nuclear bodies;Nucleoplasm,,Predicted to be secreted,,,Cytosol;Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,SVBP,True,False,True,False,False,True,,6.044394119,0.818181818,,,,,,
ENSG00000177879,AP3S1,Approved,Vesicles,,,,,Vesicles,,,,,Vesicles (GO:0043231),cyto,FALSE,FALSE,False,FALSE,AP3S1,False,False,False,False,False,False,50.32811506,7.592457037000001,0.0,,,,,,
ENSG00000177885,GRB2,Supported,Nucleoplasm,Nucleoli,,,Nucleoli;Nucleoplasm,,,,,,Nucleoli (GO:0005730);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,GRB2,False,False,False,False,False,False,51.56631933,7.761551232,0.0,,,,,,
ENSG00000177889,UBE2N,Supported,Nucleoplasm,Nucleoli fibrillar center,,,Nucleoli fibrillar center;Nucleoplasm,,,,,,Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,UBE2N,False,False,False,False,False,False,52.83627939,7.247927513,0.059210526,,,,,,
ENSG00000177917,ARL6IP6,Approved,Nuclear membrane,Cytosol,,,,Cytosol;Nuclear membrane,,,,,Cytosol (GO:0005829);Nuclear membrane (GO:0031965),cell,TRUE,FALSE,False,FALSE,ARL6IP6,False,False,False,False,False,False,53.99872245,,,,,,,,
ENSG00000177951,BET1L,Supported,Golgi apparatus,Nucleoplasm,,,Golgi apparatus,Nucleoplasm,,Nucleoplasm,,,Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,BET1L,False,True,False,False,False,False,60.55907398,6.7944158660000005,0.018018018,,,,,,
ENSG00000177954,RPS27,Approved,Cytosol;Endoplasmic reticulum,Nucleoli,,,,Cytosol;Endoplasmic reticulum;Nucleoli,,,,,Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730),cell,TRUE,FALSE,False,TRUE,RPS27,False,False,False,False,False,False,51.28074486,,,,,,,,
ENSG00000177963,RIC8A,Approved,Cytosol,Plasma membrane,,,,Cytosol;Plasma membrane,,,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,FALSE,RIC8A,False,False,False,False,False,False,46.83384556,9.052568051,0.24105461399999997,,,,,,
ENSG00000177971,IMP3,Enhanced,Nucleoli;Nucleoplasm,,,Nucleoli;Nucleoplasm,,,,Nucleoli,,,Nucleoli (GO:0005730);Nucleoplasm (GO:0005654),nuc,TRUE,TRUE,False,FALSE,IMP3,False,True,False,False,False,False,48.60075219,7.523561956,0.0,,,,,,
ENSG00000178028,DMAP1,Supported,Nucleoplasm,Cytosol,,,Cytosol;Nucleoplasm,,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,DMAP1,False,False,False,False,False,False,46.89964387,8.86727874,0.421841542,,,,,,
ENSG00000178035,IMPDH2,Supported,Cytosol,Rods & Rings,,,Cytosol;Rods & Rings,,,Cytosol;Rods & Rings,,,Cytosol (GO:0005829);Rods & Rings (),cyto,TRUE,TRUE,False,TRUE,IMPDH2,False,False,False,False,False,False,55.37538706,,,,,,,,
ENSG00000178053,MLF1,Approved,Cytosol;Nucleoplasm,,,,,Cytosol;Nucleoplasm,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,MLF1,False,False,False,False,False,False,,8.06608919,0.768656716,,,,,,
ENSG00000178104,PDE4DIP,Supported,Golgi apparatus,,,,Golgi apparatus,,,,,,Golgi apparatus (GO:0005794),cyto,FALSE,FALSE,False,FALSE,PDE4DIP,False,False,False,False,False,False,50.42000465,,,,,,,,
ENSG00000178105,DDX10,Approved,Nucleoli,,,,,Nucleoli,,,,,Nucleoli (GO:0005730),nuc,FALSE,FALSE,False,FALSE,DDX10,False,False,False,False,False,False,48.73218688,9.773139207,0.39771428600000003,,,,,,
ENSG00000178127,NDUFV2,Supported,Mitochondria,Cytosol;Nucleoplasm,,,Mitochondria,,Cytosol;Nucleoplasm,Mitochondria,,,Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,TRUE,NDUFV2,False,True,False,False,False,False,55.85220436,,,,,,,,
ENSG00000178149,DALRD3,Approved,Nucleoplasm,Cytosol;Nuclear bodies,,,,Cytosol;Nuclear bodies;Nucleoplasm,,,,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,DALRD3,False,False,False,False,False,False,47.35806632,,,,,,,,
ENSG00000178171,AMER3,Approved,Nuclear bodies,Cytosol;Nucleoplasm,,,Nuclear bodies,Cytosol;Nucleoplasm,,,,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,AMER3,False,False,False,False,False,False,,9.749869427,0.724738676,,,,,,
ENSG00000178177,LCORL,Approved,Nucleoplasm,Nuclear membrane,,,,Nuclear membrane;Nucleoplasm,,,,,Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,LCORL,False,False,False,False,False,False,,9.233619677,0.323920266,,,,,,
ENSG00000178184,PARD6G,Approved,Plasma membrane,,,,,Plasma membrane,,,,,Plasma membrane (GO:0005886),cyto,FALSE,FALSE,False,FALSE,PARD6G,False,False,False,False,False,False,45.29492967,,,,,,,,
ENSG00000178188,SH2B1,Approved,Nucleoplasm,,,,,Nucleoplasm,,Nucleoplasm,,,Nucleoplasm (GO:0005654),nuc,FALSE,TRUE,False,FALSE,SH2B1,False,False,False,False,False,False,47.04513115,9.562242423999999,0.644179894,,,,,,
ENSG00000178199,ZC3H12D,Supported,Cytoplasmic bodies;Nucleoplasm,,,,Cytoplasmic bodies;Nucleoplasm,,,,,,Cytoplasmic bodies (GO:0036464);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,ZC3H12D,False,False,False,False,False,False,46.29374139,,,,,,,,
ENSG00000178201,VN1R1,Uncertain,Vesicles,Nucleoplasm,,,,,Nucleoplasm;Vesicles,Nucleoplasm,,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,TRUE,False,FALSE,VN1R1,False,False,False,False,False,False,,8.463524373,0.0,,,,,,
ENSG00000178202,KDELC2,Approved,Nucleoplasm,Vesicles,,,,Nucleoplasm;Vesicles,,,,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,KDELC2,False,False,False,False,False,False,53.08522974,,,,,,,,
ENSG00000178209,PLEC,Supported,Cytosol;Intermediate filaments,Focal adhesion sites,,,Focal adhesion sites;Intermediate filaments,Cytosol,,,,,Cytosol (GO:0005829);Focal adhesion sites (GO:0005925);Intermediate filaments (GO:0045111),cyto,TRUE,FALSE,False,FALSE,PLEC,False,False,False,False,False,False,50.71980066,12.19352536,0.267719898,,,,,,
ENSG00000178252,WDR6,Supported,Cytosol,Plasma membrane,,,Cytosol,Plasma membrane,,,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,FALSE,WDR6,False,False,False,False,False,False,48.57489744,10.13057056,0.038358607999999995,,,,,,
ENSG00000178295,GEN1,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,GEN1,False,False,False,False,False,False,46.98089556,,,,,,,,
ENSG00000178301,AQP11,Approved,Nucleoplasm,Vesicles,,,,Nucleoplasm;Vesicles,,,,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,AQP11,False,False,False,False,False,False,51.64419753,8.082149041000001,0.0,,,,,,
ENSG00000178307,TMEM11,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,Mitochondria (GO:0005739),cyto,FALSE,TRUE,False,FALSE,TMEM11,False,True,False,False,False,False,51.1171977,,,,,,,,
ENSG00000178409,BEND3,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,BEND3,False,False,False,False,False,False,42.49400703,9.693486957000001,0.20652173899999998,,,,,,
ENSG00000178445,GLDC,Supported,Mitochondria,Nucleoplasm,,,Mitochondria,,Nucleoplasm,,,,Mitochondria (GO:0005739);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,TRUE,GLDC,False,False,False,False,False,False,56.22355764,,,,,,,,
ENSG00000178449,COX14,Supported,Mitochondria,,,,Mitochondria,,,,,,Mitochondria (GO:0005739),cyto,FALSE,FALSE,False,TRUE,COX14,False,False,False,False,False,False,,5.832890014,0.01754386,,,,,,
ENSG00000178467,P4HTM,Uncertain,Cytosol;Vesicles,,,,,,Cytosol;Vesicles,,,,Cytosol (GO:0005829);Vesicles (GO:0043231),cyto,TRUE,FALSE,False,FALSE,P4HTM,False,False,False,False,False,False,57.83711964,8.971543554,0.16733067699999998,,,,,,
ENSG00000178498,DTX3,Approved,Nucleoli;Nucleoplasm,Golgi apparatus,,,,Golgi apparatus;Nucleoli;Nucleoplasm,,Golgi apparatus,Nucleoli;Nucleoplasm,,Golgi apparatus (GO:0005794);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,DTX3,False,True,False,False,False,False,,8.438791853,0.27089337199999997,,,,,,
ENSG00000178502,KLHL11,Approved,Nucleoplasm,Nuclear membrane,,,,Nuclear membrane;Nucleoplasm,,Nuclear membrane,,,Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654),nuc,TRUE,TRUE,False,FALSE,KLHL11,False,False,False,False,False,False,48.81649082,,,,,,,,
ENSG00000178522,AMBN,Approved,Vesicles,Nucleoplasm,Predicted to be secreted,,Vesicles,Nucleoplasm,,,,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,AMBN,False,False,False,False,False,False,,8.804131021,0.736017897,,,,,,
ENSG00000178531,CTXN1,Approved,Nucleoplasm,Cell Junctions;Plasma membrane,,,,Cell Junctions;Nucleoplasm;Plasma membrane,,,,,Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886),cell,TRUE,FALSE,False,FALSE,CTXN1,False,False,False,False,False,False,,6.357552005,0.134146342,,,,,,
